i,j,formula,eigvals,dopant_options
3098,5,Cd2Cl4F53O207P50SV52,"[0.        +5.92231041e-05j 0.        +4.35725780e-05j
 0.        +3.82369046e-05j ... 0.14636045+0.00000000e+00j
 0.14806727+0.00000000e+00j 0.17878385+0.00000000e+00j]","{'O', 'Ni', 'Nb', 'Mn', 'Cd', 'Cl', 'S', 'Mg', 'Cr', 'F'}"
3098,6,ClCrF53O211P51V52,"[0.00000000e+00+6.27847277e-05j 2.20746919e-05+0.00000000e+00j
 4.91810292e-05+0.00000000e+00j ... 1.42481486e-01+0.00000000e+00j
 1.44820666e-01+0.00000000e+00j 1.45084440e-01+0.00000000e+00j]","{'O', 'Ni', 'Nb', 'Mn', 'Cd', 'Cl', 'S', 'Mg', 'Cr', 'F'}"
3101,0,Al72Br216N72S72,"[0.        +2.53864477e-05j 0.        +1.95514268e-05j
 0.        +8.67563517e-06j ... 0.10562425+0.00000000e+00j
 0.1056245 +0.00000000e+00j 0.10565945+0.00000000e+00j]","{'Ti', 'Ni', 'Mo', 'Mn', 'Cu', 'Tc', 'Co', 'Be', 'Ge', 'Mg'}"
3101,1,Al71Br212N72S71Tc,"[0.00000000e+00+1.62030918e-05j 0.00000000e+00+8.58225571e-06j
 1.93300234e-05+0.00000000e+00j ... 1.06345944e-01+0.00000000e+00j
 1.09985021e-01+0.00000000e+00j 1.11842015e-01+0.00000000e+00j]","{'Ti', 'Ni', 'Mo', 'Mn', 'Cu', 'Tc', 'Co', 'Be', 'Ge', 'Mg'}"
3101,2,Al72Br213N71S72,"[0.00000000e+00+7.33677548e-04j 0.00000000e+00+1.26321963e-05j
 6.97764527e-06+0.00000000e+00j ... 1.05978785e-01+0.00000000e+00j
 1.06042444e-01+0.00000000e+00j 1.08262327e-01+0.00000000e+00j]","{'Ti', 'Ni', 'Mo', 'Mn', 'Cu', 'Tc', 'Co', 'Be', 'Ge', 'Mg'}"
3101,3,Al70Br213CuMoN70S72,"[0.        +1.44261456e-03j 0.        +7.55369444e-04j
 0.        +2.37821417e-05j ... 0.10893989+0.00000000e+00j
 0.11158872+0.00000000e+00j 0.11213047+0.00000000e+00j]","{'Ti', 'Ni', 'Mo', 'Mn', 'Cu', 'Tc', 'Co', 'Be', 'Ge', 'Mg'}"
3101,4,Al70Br213N72S71,"[0.        +1.35392915e-03j 0.        +2.71904269e-05j
 0.        +1.58639437e-05j ... 0.11228037+0.00000000e+00j
 0.15216273+0.00000000e+00j 0.17915407+0.00000000e+00j]","{'Ti', 'Ni', 'Mo', 'Mn', 'Cu', 'Tc', 'Co', 'Be', 'Ge', 'Mg'}"
3101,5,Al72Br209N71S70,"[0.        +1.78622869e-03j 0.        +1.27111197e-03j
 0.        +1.19756859e-05j ... 0.15541942+0.00000000e+00j
 0.17856396+0.00000000e+00j 0.17926358+0.00000000e+00j]","{'Ti', 'Ni', 'Mo', 'Mn', 'Cu', 'Tc', 'Co', 'Be', 'Ge', 'Mg'}"
3101,6,Al70BeBr215CoN71S72,"[0.00000000e+00+1.71814542e-05j 1.52058427e-06+0.00000000e+00j
 1.26994140e-05+0.00000000e+00j ... 1.09159021e-01+0.00000000e+00j
 1.12503303e-01+0.00000000e+00j 1.21625478e-01+0.00000000e+00j]","{'Ti', 'Ni', 'Mo', 'Mn', 'Cu', 'Tc', 'Co', 'Be', 'Ge', 'Mg'}"
3102,0,Cl144In144Te144,"[0.00000000e+00+9.66656618e-06j 0.00000000e+00+8.04036025e-06j
 7.33405802e-06+0.00000000e+00j ... 3.30885092e-02+0.00000000e+00j
 3.31455900e-02+0.00000000e+00j 3.31456639e-02+0.00000000e+00j]","{'I', 'Zr', 'Mn', 'Pb', 'Hf', 'Co', 'Li', 'Fe', 'Te', 'Zn'}"
3102,1,Cl140I4In136LiMnTe139Zn2,"[0.00000000e+00+3.03702909e-04j 0.00000000e+00+1.04516580e-05j
 7.72433721e-06+0.00000000e+00j ... 3.94555866e-02+0.00000000e+00j
 3.97486452e-02+0.00000000e+00j 4.80037514e-02+0.00000000e+00j]","{'I', 'Zr', 'Mn', 'Pb', 'Hf', 'Co', 'Li', 'Fe', 'Te', 'Zn'}"
3102,2,Cl141CoI2In142LiTe144,"[0.        +8.18026510e-04j 0.        +5.90540370e-06j
 0.        +2.00576608e-06j ... 0.03839083+0.00000000e+00j
 0.03870979+0.00000000e+00j 0.04139773+0.00000000e+00j]","{'I', 'Zr', 'Mn', 'Pb', 'Hf', 'Co', 'Li', 'Fe', 'Te', 'Zn'}"
3102,3,Cl141IIn140Te141Zn2Zr,"[0.00000000e+00+4.70310526e-06j 0.00000000e+00+2.35657592e-06j
 2.33496937e-06+0.00000000e+00j ... 3.69799691e-02+0.00000000e+00j
 3.77620799e-02+0.00000000e+00j 3.87762363e-02+0.00000000e+00j]","{'I', 'Zr', 'Mn', 'Pb', 'Hf', 'Co', 'Li', 'Fe', 'Te', 'Zn'}"
3106,0,Mn144O252Si36,"[0.00000000e+00+5.02906608e-05j 3.89245448e-05+0.00000000e+00j
 5.38855691e-05+0.00000000e+00j ... 1.00931832e-01+0.00000000e+00j
 1.00932024e-01+0.00000000e+00j 1.00932063e-01+0.00000000e+00j]","{'O', 'N', 'K', 'Na', 'Ag', 'Hg', 'F'}"
3106,1,AgMn140NNa2O246Si34,"[0.00000000e+00+4.31494729e-05j 0.00000000e+00+1.11257072e-05j
 2.65540007e-05+0.00000000e+00j ... 1.07108280e-01+0.00000000e+00j
 1.12847077e-01+0.00000000e+00j 1.31128757e-01+0.00000000e+00j]","{'O', 'N', 'K', 'Na', 'Ag', 'Hg', 'F'}"
3106,2,Mn142NNaO244Si36,"[0.00000000e+00+3.00780304e-05j 2.30699919e-05+0.00000000e+00j
 3.86901727e-05+0.00000000e+00j ... 1.05773554e-01+0.00000000e+00j
 1.05835051e-01+0.00000000e+00j 1.08390352e-01+0.00000000e+00j]","{'O', 'N', 'K', 'Na', 'Ag', 'Hg', 'F'}"
3106,3,FMn142NaO245Si36,"[0.00000000e+00+3.0742161e-05j 2.61666589e-05+0.0000000e+00j
 3.22368428e-05+0.0000000e+00j ... 1.06674612e-01+0.0000000e+00j
 1.07131367e-01+0.0000000e+00j 1.11972841e-01+0.0000000e+00j]","{'O', 'N', 'K', 'Na', 'Ag', 'Hg', 'F'}"
3106,4,AgFMn137NaO245Si36,"[0.00000000e+00+2.77637939e-05j 0.00000000e+00+2.39200927e-05j
 3.04850936e-05+0.00000000e+00j ... 1.07431599e-01+0.00000000e+00j
 1.12095645e-01+0.00000000e+00j 1.22887131e-01+0.00000000e+00j]","{'O', 'N', 'K', 'Na', 'Ag', 'Hg', 'F'}"
3106,5,K2Mn138NNaO244Si36,"[0.        +4.21613290e-03j 0.        +4.34177409e-05j
 0.        +2.45710725e-05j ... 0.11961483+0.00000000e+00j
 0.12404853+0.00000000e+00j 0.13031519+0.00000000e+00j]","{'O', 'N', 'K', 'Na', 'Ag', 'Hg', 'F'}"
3106,6,F3Mn139N2O248Si35,"[0.00000000e+00+4.51228043e-05j 3.36086214e-05+0.00000000e+00j
 5.41193727e-05+0.00000000e+00j ... 1.04817261e-01+0.00000000e+00j
 1.36328576e-01+0.00000000e+00j 1.61636054e-01+0.00000000e+00j]","{'O', 'N', 'K', 'Na', 'Ag', 'Hg', 'F'}"
3107,0,Cl288Cs96Ti48,"[1.04041966e-05+0.j 2.19374416e-05+0.j 3.94884851e-05+0.j ...
 4.06319095e-02+0.j 4.13755790e-02+0.j 4.13756223e-02+0.j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'S', 'Ta', 'Zn'}"
3107,1,BaCl283Cs91NbO2Ti45Zn2,"[0.        +3.54584770e-03j 0.        +9.64269647e-04j
 0.        +2.41453498e-05j ... 0.0508278 +0.00000000e+00j
 0.10623562+0.00000000e+00j 0.11372791+0.00000000e+00j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'S', 'Ta', 'Zn'}"
3107,2,Cl274Cs91O5SSr2Ti47,"[0.        +1.30396263e-03j 0.        +1.40470317e-05j
 0.        +3.12349573e-06j ... 0.11147149+0.00000000e+00j
 0.11281782+0.00000000e+00j 0.11735067+0.00000000e+00j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'S', 'Ta', 'Zn'}"
3107,3,Cl285Cs94NbS2SrTi47,"[0.        +0.00360142j 0.        +0.00327602j 0.        +0.00176391j ...
 0.05015872+0.j         0.06365774+0.j         0.06398965+0.j        ]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'S', 'Ta', 'Zn'}"
3107,4,BaCl284Cs95NbOSTi46,"[0.        +2.08850666e-03j 0.        +1.83108154e-03j
 0.        +1.20046906e-05j ... 0.05118314+0.00000000e+00j
 0.06436105+0.00000000e+00j 0.11263874+0.00000000e+00j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'S', 'Ta', 'Zn'}"
3107,6,Cl282Cs91NbSr3Ti46,"[0.00000000e+00+1.3537015e-05j 1.40487472e-06+0.0000000e+00j
 1.26639779e-05+0.0000000e+00j ... 5.16719480e-02+0.0000000e+00j
 5.17632099e-02+0.0000000e+00j 5.20401040e-02+0.0000000e+00j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'S', 'Ta', 'Zn'}"
3108,0,Cr72F216O72,"[0.00000000e+00+4.49285973e-03j 0.00000000e+00+3.99328486e-05j
 1.84228724e-05+0.00000000e+00j ... 1.30000711e-01+0.00000000e+00j
 1.30001196e-01+0.00000000e+00j 1.30687776e-01+0.00000000e+00j]","{'O', 'Si', 'Dy', 'B', 'Cl', 'Na', 'Br', 'Cr', 'F', 'Th'}"
3108,1,Cr72F212NaO73,"[0.00000000e+00+4.26250225e-05j 3.74762553e-05+0.00000000e+00j
 4.80030892e-05+0.00000000e+00j ... 1.36020334e-01+0.00000000e+00j
 1.39145754e-01+0.00000000e+00j 1.39549323e-01+0.00000000e+00j]","{'O', 'Si', 'Dy', 'B', 'Cl', 'Na', 'Br', 'Cr', 'F', 'Th'}"
3108,2,Cr70F203NaO79,"[0.        +1.51829224e-03j 0.        +5.48586163e-05j
 0.        +1.55556836e-05j ... 0.13648922+0.00000000e+00j
 0.13720038+0.00000000e+00j 0.14066881+0.00000000e+00j]","{'O', 'Si', 'Dy', 'B', 'Cl', 'Na', 'Br', 'Cr', 'F', 'Th'}"
3112,0,Cl288Fe72K72,"[0.00000000e+00+2.35042666e-05j 0.00000000e+00+7.02471464e-06j
 1.30762642e-05+0.00000000e+00j ... 4.34505155e-02+0.00000000e+00j
 4.34505934e-02+0.00000000e+00j 4.34506331e-02+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'Sb', 'W', 'Na', 'S', 'K', 'Li', 'Ca'}"
3112,2,Cl278Fe72K70OS2,"[0.00000000e+00+3.46211667e-05j 0.00000000e+00+5.95306786e-06j
 2.86128915e-05+0.00000000e+00j ... 5.36641441e-02+0.00000000e+00j
 5.44307474e-02+0.00000000e+00j 7.77290565e-02+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'Sb', 'W', 'Na', 'S', 'K', 'Li', 'Ca'}"
3112,3,CaCl277Fe71K70LiO4S4Sr,"[0.        +1.34785549e-03j 0.        +4.79028720e-04j
 0.        +1.93566742e-05j ... 0.07759856+0.00000000e+00j
 0.07872565+0.00000000e+00j 0.10010348+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'Sb', 'W', 'Na', 'S', 'K', 'Li', 'Ca'}"
3116,0,Cl256Pd128,"[0.        +0.00450503j 0.        +0.00447291j 0.        +0.00447284j ...
 0.0372958 +0.j         0.03729593+0.j         0.03744757+0.j        ]","{'O', 'Mn', 'Cu', 'Sc', 'Na', 'S', 'K', 'V', 'Fe', 'Cr'}"
3116,1,Cl251CuO3Pd126,"[0.        +0.00200479j 0.        +0.00151203j 0.        +0.00117706j ...
 0.06170339+0.j         0.06284267+0.j         0.06341277+0.j        ]","{'O', 'Mn', 'Cu', 'Sc', 'Na', 'S', 'K', 'V', 'Fe', 'Cr'}"
3117,0,Ba72Cu72Te216Y72,"[0.00000000e+00+5.96034295e-06j 4.69941118e-06+0.00000000e+00j
 1.25167670e-05+0.00000000e+00j ... 1.72022493e-02+0.00000000e+00j
 1.72022856e-02+0.00000000e+00j 1.72023253e-02+0.00000000e+00j]","{'O', 'Zr', 'Cd', 'Er', 'Pd', 'K', 'Y', 'Ho', 'Zn', 'Ca'}"
3117,1,Ba68Cu71OPd4Te206Y69Zr,"[0.00000000e+00+2.35168160e-03j 0.00000000e+00+7.15366475e-06j
 4.60187075e-06+0.00000000e+00j ... 2.43986778e-02+0.00000000e+00j
 2.75317631e-02+0.00000000e+00j 4.70586554e-02+0.00000000e+00j]","{'O', 'Zr', 'Cd', 'Er', 'Pd', 'K', 'Y', 'Ho', 'Zn', 'Ca'}"
3117,2,Ba71CaCu71OPdTe214Y70,"[0.00000000e+00+6.46849316e-06j 4.21730607e-06+0.00000000e+00j
 5.15912561e-06+0.00000000e+00j ... 2.03156909e-02+0.00000000e+00j
 4.58118483e-02+0.00000000e+00j 6.19785997e-02+0.00000000e+00j]","{'O', 'Zr', 'Cd', 'Er', 'Pd', 'K', 'Y', 'Ho', 'Zn', 'Ca'}"
3117,3,Ba71CaCu66PdTe213Y68ZnZr2,"[0.00000000e+00+6.36721754e-06j 8.20960494e-06+0.00000000e+00j
 8.77779163e-06+0.00000000e+00j ... 2.40874113e-02+0.00000000e+00j
 2.43001728e-02+0.00000000e+00j 2.44280583e-02+0.00000000e+00j]","{'O', 'Zr', 'Cd', 'Er', 'Pd', 'K', 'Y', 'Ho', 'Zn', 'Ca'}"
3118,0,Ca243N162,"[0.00000000e+00+3.81268754e-05j 0.00000000e+00+2.85175346e-05j
 2.33909440e-05+0.00000000e+00j ... 5.75760784e-02+0.00000000e+00j
 5.80256045e-02+0.00000000e+00j 5.80259499e-02+0.00000000e+00j]","{'O', 'La', 'Se', 'K', 'Na', 'S', 'Li', 'Cs', 'Rb', 'F'}"
3118,1,Ca230CsF2LiN157Na2Rb,"[0.00000000e+00+2.66106419e-03j 0.00000000e+00+1.53160784e-05j
 2.40827497e-05+0.00000000e+00j ... 5.93395934e-02+0.00000000e+00j
 6.04681931e-02+0.00000000e+00j 6.30578116e-02+0.00000000e+00j]","{'O', 'La', 'Se', 'K', 'Na', 'S', 'Li', 'Cs', 'Rb', 'F'}"
3118,2,Ca234CsN157Rb3,"[0.00000000e+00+3.55163604e-03j 0.00000000e+00+2.65746934e-05j
 1.47931514e-05+0.00000000e+00j ... 5.89066925e-02+0.00000000e+00j
 5.92206980e-02+0.00000000e+00j 6.34327167e-02+0.00000000e+00j]","{'O', 'La', 'Se', 'K', 'Na', 'S', 'Li', 'Cs', 'Rb', 'F'}"
3118,3,Ca234FK2N155Na2SSe,"[0.00000000e+00+2.79337103e-05j 0.00000000e+00+2.54251219e-05j
 3.81926080e-05+0.00000000e+00j ... 5.89157835e-02+0.00000000e+00j
 5.96918483e-02+0.00000000e+00j 6.02551001e-02+0.00000000e+00j]","{'O', 'La', 'Se', 'K', 'Na', 'S', 'Li', 'Cs', 'Rb', 'F'}"
3122,0,Ag144K144O144,"[0.00000000e+00+1.50237005e-05j 5.88587423e-06+0.00000000e+00j
 1.84257197e-05+0.00000000e+00j ... 6.30008099e-02+0.00000000e+00j
 6.31169771e-02+0.00000000e+00j 6.31171669e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'Cl', 'F'}"
3122,1,Ag139Ba2Cl4FIn2K140O141,"[0.00000000e+00+8.06314232e-06j 8.94384213e-06+0.00000000e+00j
 1.48109649e-05+0.00000000e+00j ... 6.48825030e-02+0.00000000e+00j
 9.54130961e-02+0.00000000e+00j 1.12146289e-01+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'Cl', 'F'}"
3122,2,Ag140ClF6K141NO136,"[0.00000000e+00+5.77825663e-06j 4.15783560e-06+0.00000000e+00j
 1.12044832e-05+0.00000000e+00j ... 6.45682832e-02+0.00000000e+00j
 6.46313515e-02+0.00000000e+00j 1.47082149e-01+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'Cl', 'F'}"
3122,3,Ag138Cl2F4K141NO144,"[0.00000000e+00+1.04817456e-05j 8.75053338e-06+0.00000000e+00j
 1.34832810e-05+0.00000000e+00j ... 8.84313803e-02+0.00000000e+00j
 9.83158600e-02+0.00000000e+00j 1.46223109e-01+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'Cl', 'F'}"
3122,4,Ag141ClF4K139NO140Sr2,"[0.00000000e+00+1.40162567e-05j 0.00000000e+00+9.87008055e-06j
 1.23572957e-05+0.00000000e+00j ... 8.14229421e-02+0.00000000e+00j
 1.22168872e-01+0.00000000e+00j 1.28159084e-01+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'Cl', 'F'}"
3122,5,Ag135Ba2Cl2F3In2K138O140Sr,"[0.00000000e+00+1.47542491e-05j 0.00000000e+00+1.22534911e-05j
 5.39737765e-06+0.00000000e+00j ... 6.56693330e-02+0.00000000e+00j
 6.58863957e-02+0.00000000e+00j 6.75197554e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'Cl', 'F'}"
3122,6,Ag142F2K138O142,"[0.00000000e+00+1.43188284e-05j 0.00000000e+00+6.23430078e-06j
 1.04861349e-05+0.00000000e+00j ... 6.37693897e-02+0.00000000e+00j
 6.40113115e-02+0.00000000e+00j 6.47528817e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'Sr', 'N', 'Cl', 'F'}"
3123,0,Cu144Li144O144,"[0.00000000e+00+4.84889023e-05j 0.00000000e+00+1.90453192e-05j
 1.89198603e-05+0.00000000e+00j ... 7.90492404e-02+0.00000000e+00j
 8.00857696e-02+0.00000000e+00j 8.00858516e-02+0.00000000e+00j]","{'O', 'Er', 'Si', 'N', 'Hg', 'Zn', 'F'}"
3123,1,Cu141Li142O141,"[0.00000000e+00+3.65680123e-05j 0.00000000e+00+2.60366674e-05j
 2.49818337e-05+0.00000000e+00j ... 8.29115597e-02+0.00000000e+00j
 9.07824935e-02+0.00000000e+00j 9.17509741e-02+0.00000000e+00j]","{'O', 'Er', 'Si', 'N', 'Hg', 'Zn', 'F'}"
3123,2,Cu139FLi142O144,"[0.        +6.22248167e-03j 0.        +2.68980818e-05j
 0.        +1.95274619e-05j ... 0.08533306+0.00000000e+00j
 0.08630775+0.00000000e+00j 0.08853525+0.00000000e+00j]","{'O', 'Er', 'Si', 'N', 'Hg', 'Zn', 'F'}"
3123,3,Cu141FLi142NO142SiZn,"[0.00000000e+00+2.64073583e-05j 5.46636110e-06+0.00000000e+00j
 2.00551006e-05+0.00000000e+00j ... 9.30607856e-02+0.00000000e+00j
 1.04500558e-01+0.00000000e+00j 1.48683544e-01+0.00000000e+00j]","{'O', 'Er', 'Si', 'N', 'Hg', 'Zn', 'F'}"
3123,4,Cu141F3Li139N4O139Zn2,"[0.00000000e+00+2.83009056e-05j 1.53704327e-05+0.00000000e+00j
 2.25078677e-05+0.00000000e+00j ... 8.21775829e-02+0.00000000e+00j
 8.42209836e-02+0.00000000e+00j 8.49049933e-02+0.00000000e+00j]","{'O', 'Er', 'Si', 'N', 'Hg', 'Zn', 'F'}"
3123,5,Cu139F2Li138NO144Zn,"[0.        +5.93321283e-03j 0.        +2.59727283e-05j
 0.        +1.25194943e-05j ... 0.08493794+0.00000000e+00j
 0.08676399+0.00000000e+00j 0.14036597+0.00000000e+00j]","{'O', 'Er', 'Si', 'N', 'Hg', 'Zn', 'F'}"
3124,0,Ag72O216Sb72,"[0.        +0.00291266j 0.        +0.00230681j 0.        +0.00230672j ...
 0.09375088+0.j         0.09375551+0.j         0.09375555+0.j        ]","{'O', 'F', 'Mo', 'In', 'Cl', 'Ga', 'K', 'Na', 'Fe', 'Ca'}"
3124,1,Ag71Cl2F4InNaO209Sb70,"[0.        +3.67662705e-04j 0.        +2.50829271e-05j
 0.        +1.49702737e-05j ... 0.09472176+0.00000000e+00j
 0.09493327+0.00000000e+00j 0.0952202 +0.00000000e+00j]","{'O', 'F', 'Mo', 'In', 'Cl', 'Ga', 'K', 'Na', 'Fe', 'Ca'}"
3124,2,Ag68ClF2O208Sb71,"[0.        +0.0026184j  0.        +0.00203858j 0.        +0.00171523j ...
 0.09440168+0.j         0.09469256+0.j         0.09495337+0.j        ]","{'O', 'F', 'Mo', 'In', 'Cl', 'Ga', 'K', 'Na', 'Fe', 'Ca'}"
3126,0,N100Sb100Sr300,"[2.03938417e-05+0.j 3.07657516e-05+0.j 3.12316392e-05+0.j ...
 4.26107314e-02+0.j 4.26107539e-02+0.j 4.26108919e-02+0.j]","{'Pr', 'La', 'Na', 'K', 'Ag', 'Bi', 'Hg', 'Ac', 'Ce', 'F'}"
3126,1,N98NaSb96Sr294,"[0.00000000e+00+1.50206677e-05j 8.81829106e-06+0.00000000e+00j
 1.49978547e-05+0.00000000e+00j ... 4.31562909e-02+0.00000000e+00j
 4.32217793e-02+0.00000000e+00j 4.35506444e-02+0.00000000e+00j]","{'Pr', 'La', 'Na', 'K', 'Ag', 'Bi', 'Hg', 'Ac', 'Ce', 'F'}"
3126,2,AgFK2N99NaSb98Sr292,"[0.        +3.78961728e-03j 0.        +1.57537168e-03j
 0.        +9.55637846e-06j ... 0.04413582+0.00000000e+00j
 0.04511694+0.00000000e+00j 0.04575319+0.00000000e+00j]","{'Pr', 'La', 'Na', 'K', 'Ag', 'Bi', 'Hg', 'Ac', 'Ce', 'F'}"
3126,3,AgN97Na2Sb97Sr294,"[0.00000000e+00+9.24128651e-06j 1.13916646e-05+0.00000000e+00j
 1.57797484e-05+0.00000000e+00j ... 4.29442593e-02+0.00000000e+00j
 4.32131187e-02+0.00000000e+00j 4.34074478e-02+0.00000000e+00j]","{'Pr', 'La', 'Na', 'K', 'Ag', 'Bi', 'Hg', 'Ac', 'Ce', 'F'}"
3126,4,KN97NaSb99Sr294,"[0.00000000e+00+1.17623535e-05j 0.00000000e+00+7.30419295e-06j
 6.10740092e-06+0.00000000e+00j ... 4.32866653e-02+0.00000000e+00j
 4.36713987e-02+0.00000000e+00j 4.42533386e-02+0.00000000e+00j]","{'Pr', 'La', 'Na', 'K', 'Ag', 'Bi', 'Hg', 'Ac', 'Ce', 'F'}"
3126,5,N96Sb98Sr294,"[0.00000000e+00+1.32821915e-05j 1.25746929e-05+0.00000000e+00j
 1.83678277e-05+0.00000000e+00j ... 4.31198932e-02+0.00000000e+00j
 4.31915329e-02+0.00000000e+00j 4.33435115e-02+0.00000000e+00j]","{'Pr', 'La', 'Na', 'K', 'Ag', 'Bi', 'Hg', 'Ac', 'Ce', 'F'}"
3126,6,N99NaSb98Sr298,"[0.00000000e+00+9.20096553e-06j 1.00597801e-05+0.00000000e+00j
 1.16509031e-05+0.00000000e+00j ... 4.29871421e-02+0.00000000e+00j
 4.31268013e-02+0.00000000e+00j 4.32858303e-02+0.00000000e+00j]","{'Pr', 'La', 'Na', 'K', 'Ag', 'Bi', 'Hg', 'Ac', 'Ce', 'F'}"
3127,0,O256Ti128,"[0.00000000e+00+3.19793449e-05j 2.63979190e-05+0.00000000e+00j
 8.08495223e-05+0.00000000e+00j ... 9.27197612e-02+0.00000000e+00j
 9.27198264e-02+0.00000000e+00j 9.27199822e-02+0.00000000e+00j]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
3127,1,FNbO251SbTi122Zn,"[0.00000000e+00+3.85312751e-05j 3.87718056e-05+0.00000000e+00j
 4.92435080e-05+0.00000000e+00j ... 1.14850104e-01+0.00000000e+00j
 1.15091887e-01+0.00000000e+00j 1.18510483e-01+0.00000000e+00j]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
3127,2,Cl6F2O245Ti126Zn,"[0.00000000e+00+1.69752956e-05j 9.80285447e-06+0.00000000e+00j
 3.31010917e-05+0.00000000e+00j ... 1.07058912e-01+0.00000000e+00j
 1.09525664e-01+0.00000000e+00j 1.22604619e-01+0.00000000e+00j]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
3127,3,Cl2FO248Ti126,"[0.        +3.50028999e-03j 0.        +3.36250740e-05j
 0.        +1.47657703e-05j ... 0.10762227+0.00000000e+00j
 0.11684221+0.00000000e+00j 0.11869713+0.00000000e+00j]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
3127,4,ClO249Ti127,"[0.        +6.31820654e-03j 0.        +3.61118553e-03j
 0.        +2.64506794e-05j ... 0.09795113+0.00000000e+00j
 0.09889333+0.00000000e+00j 0.1062744 +0.00000000e+00j]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
3127,5,Cl2FFe2MgO250Sb2Ti120Zn,"[0.00000000e+00+2.04515458e-03j 0.00000000e+00+4.06615881e-05j
 1.63550270e-05+0.00000000e+00j ... 1.09117190e-01+0.00000000e+00j
 1.10748954e-01+0.00000000e+00j 1.15279347e-01+0.00000000e+00j]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
3127,6,ClF3FeNaO248Ti122Zn,"[0.00000000e+00+5.32857047e-05j 0.00000000e+00+1.74517124e-05j
 4.01843420e-05+0.00000000e+00j ... 1.09151976e-01+0.00000000e+00j
 1.11174797e-01+0.00000000e+00j 1.14732888e-01+0.00000000e+00j]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
3128,0,Fe36O288Rb36Se72,"[0.        +0.00813894j 0.        +0.00813877j 0.        +0.00796804j ...
 0.10645412+0.j         0.10645512+0.j         0.10711233+0.j        ]","{'F', 'Si', 'Ba', 'Sr', 'Cl', 'Na', 'Co', 'Zn', 'P'}"
3129,0,As144S216,"[0.00000000e+00+1.49280674e-05j 0.00000000e+00+8.81629509e-06j
 2.96907658e-06+0.00000000e+00j ... 3.83782201e-02+0.00000000e+00j
 3.83783111e-02+0.00000000e+00j 3.83783337e-02+0.00000000e+00j]","{'I', 'Cl', 'Tl', 'Hf', 'Na', 'Br', 'Li', 'Cs', 'Rb', 'Ce'}"
3129,1,As139BrClRbS212,"[0.        +1.85139316e-03j 0.        +1.66382505e-05j
 0.        +6.22432281e-06j ... 0.04434739+0.00000000e+00j
 0.04620772+0.00000000e+00j 0.0476112 +0.00000000e+00j]","{'I', 'Cl', 'Tl', 'Hf', 'Na', 'Br', 'Li', 'Cs', 'Rb', 'Ce'}"
3129,2,As139Br4INaRbS204,"[0.00000000e+00+2.83843492e-03j 0.00000000e+00+7.82880781e-06j
 1.16273195e-05+0.00000000e+00j ... 4.26797910e-02+0.00000000e+00j
 4.32050526e-02+0.00000000e+00j 4.41763240e-02+0.00000000e+00j]","{'I', 'Cl', 'Tl', 'Hf', 'Na', 'Br', 'Li', 'Cs', 'Rb', 'Ce'}"
3129,3,As141BrClI2LiS211,"[0.        +3.25550933e-03j 0.        +2.59631951e-03j
 0.        +1.33644940e-05j ... 0.0468    +0.00000000e+00j
 0.04921261+0.00000000e+00j 0.04996455+0.00000000e+00j]","{'I', 'Cl', 'Tl', 'Hf', 'Na', 'Br', 'Li', 'Cs', 'Rb', 'Ce'}"
