,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
2737,79695,As2Cu1Fe2H2O10_79695.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2738,16734,Ge1P2Zn1_16734.json,"[Species Al3+, Species Mn4+, Species Ge4+, Species Mo6+, Species Mo6+]","[Species Zn2+, Species Zn2+, Species Zn2+, Species Ge4+, Species Zn2+]","[Species Al3+, Species Ga3+, Species Fe3+, Species Be2+, Species Ni2+]","[Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+]"
2739,82329,Br2Hg2S2Sn1_82329.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2740,102868,Cs2In3_102868.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2741,202076,Cs2K2O5Te1_202076.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2742,34271,N3Tl1_34271.json,"[Species Ra2+, Species Ba2+, Species Pb2+, Species Sr2+, Species Eu2+]","[Species Tl+, Species Tl+, Species Tl+, Species Tl+, Species Tl+]","[Species O2-, None, None, None, None]","[Species Tl+, None, None, None, None]"
2743,14145,F2Ni1_14145.json,"[Species Fe3+, Species Cr3+, Species Sn4+, Species W6+, Species Sc3+]","[Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+]","[Species O2-, Species Na+, Species Li+, Species K+, Species Se2-]","[Species F-, Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+]"
2744,281002,D4N1O4S1_281002.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2745,81,La2O5Re1_81.json,"[Species F-, Species Cl-, Species Se4+, Species Br-, Species U4+]","[Species O2-, Species O2-, Species La3+, Species O2-, Species La3+]","[Species Sr2+, Species Ba2+, Species Na+, Species Ca2+, Species K+]","[Species La3+, Species La3+, Species La3+, Species La3+, Species La3+]"
2746,184603,C3Fe1O3S1_184603.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2747,31919,Ag1Fe1O2_31919.json,"[Species F-, Species Cl-, Species In3+, Species Sb5+, Species W6+]","[Species O2-, Species O2-, Species Ag+, Species Fe3+, Species Fe3+]","[Species Na+, Species O2-, Species K+, Species Li+, Species Ni2+]","[Species Fe3+, Species Ag+, Species Fe3+, Species Fe3+, Species Fe3+]"
2748,164635,B2Bi2O7Zn1_164635.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2749,809,Cd1H2I3O1Rb1_809.json,"[Species Ba2+, Species F-, Species Sr2+, Species Cl-, Species Ge4+]","[Species Rb+, Species O2-, Species Rb+, Species O2-, Species Cd2+]","[Species O2-, Species S2-, Species Na+, Species O2-, Species Se2-]","[Species I-, Species I-, Species Cd2+, Species H+, Species I-]"
2750,51244,Cl2Mg1_51244.json,"[Species W6+, Species Cr3+, Species Sc3+, Species Sb5+, Species Mo6+]","[Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+]","[Species O2-, Species Na+, Species S2-, Species O2-, Species Li+]","[Species Cl-, Species Mg2+, Species Cl-, Species Mg2+, Species Mg2+]"
2751,1434,P3S9Zn2_1434.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2752,30654,B2Mg3Mn3O10_30654.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2753,100828,As1Ge1Se1_100828.json,"[Species Mo6+, Species Tc7+, Species I7+, Species W6+, Species V5+]","[Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+]","[Species Al3+, Species Ga3+, Species Fe3+, Species Be2+, Species Ni2+]","[Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+]"
2754,153237,Ca1Mn1O3_153237.json,"[Species F-, Species La3+, Species Ta5+, Species Cl-, Species Nb5+]","[Species O2-, Species Ca2+, Species Mn4+, Species O2-, Species Mn4+]","[Species Na+, Species K+, Species Rh3+, Species Cs+, Species Ni2+]","[Species Ca2+, Species Ca2+, Species Mn4+, Species Ca2+, Species Mn4+]"
2755,67646,F4K1Mn1_67646.json,"[Species Ba2+, Species Zr4+, Species Se4+, Species Sr2+, Species Ca2+]","[Species K+, Species Mn3+, Species Mn3+, Species K+, Species K+]","[Species O2-, Species Mn2+, Species Mg2+, Species Ni2+, Species Na+]","[Species F-, Species Mn3+, Species Mn3+, Species Mn3+, Species Mn3+]"
2756,424590,As1S2_424590.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2757,161500,As2Ga1Li1O7_161500.json,"[Species F-, Species Si4+, Species Er3+, Species Cl-, Species Cr6+]","[Species O2-, Species Li+, Species Li+, Species O2-, Species As5+]","[Species Si4+, Species Ge4+, Species Cs+, Species O2-, Species Ba2+]","[Species As5+, Species As5+, Species Ga3+, Species Li+, Species Ga3+]"
2758,26096,Cl10Nb1P1_26096.json,"[Species W6+, Species Cr6+, Species K+, Species Mo6+, Species Rb+]","[Species Nb5+, Species P5+, Species Cl-, Species Nb5+, Species Cl-]","[Species O2-, Species S2-, Species Si4+, Species Na+, Species Ti4+]","[Species Cl-, Species Cl-, Species P5+, Species Nb5+, Species Nb5+]"
2759,23382,Cr1Cs1I3_23382.json,"[Species Ba2+, Species Fe3+, Species Sr2+, Species Sc3+, Species Mn3+]","[Species Cs+, Species Cr2+, Species Cs+, Species Cr2+, Species Cr2+]","[Species O2-, Species S2-, Species O2-, Species Na+, Species Se2-]","[Species I-, Species I-, Species Cr2+, Species Cr2+, Species I-]"
2760,36127,Cl7K3Mn2_36127.json,"[Species Ba2+, Species Sr2+, Species Ca2+, Species Sc3+, Species Ir5+]","[Species K+, Species K+, Species K+, Species Mn2+, Species Mn2+]","[Species O2-, Species Na+, Species S2-, Species Li+, Species O2-]","[Species Cl-, Species Mn2+, Species Cl-, Species Mn2+, Species K+]"
2761,291488,Ba2O6Os1Y1_291488.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2762,61349,I3Tl1_61349.json,"[Species Re5+, Species W6+, Species K+, Species Cs+, Species Rb+]","[Species Tl3+, Species Tl3+, Species I-, Species I-, Species I-]","[Species O2-, Species Rb+, Species Na+, Species S2-, Species K+]","[Species I-, Species Tl3+, Species Tl3+, Species I-, Species Tl3+]"
2763,2886,O7V2Zn2_2886.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2764,15523,Cl3Cu1Rb1_15523.json,"[Species Ba2+, Species Sr2+, Species Ge4+, Species Si4+, Species Er3+]","[Species Rb+, Species Rb+, Species Cu2+, Species Cu2+, Species Rb+]","[Species O2-, Species S2-, Species Cu+, Species Li+, Species Na+]","[Species Cl-, Species Cl-, Species Cu2+, Species Cu2+, Species Cu2+]"
2765,15231,As1S2Tl1_15231.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2766,16735,As2Ge1Zn1_16735.json,"[Species Al3+, Species Mn4+, Species Ge4+, Species Mo6+, Species Mo6+]","[Species Zn2+, Species Zn2+, Species Zn2+, Species Ge4+, Species Zn2+]","[Species Al3+, Species Ga3+, Species Fe3+, Species Be2+, Species Ni2+]","[Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+]"
2767,166358,O1Zn1_166358.json,"[Species F-, Species Si4+, Species Ge4+, Species Cl-, Species W6+]","[Species O2-, Species Zn2+, Species Zn2+, Species O2-, Species Zn2+]","[Species Na+, Species Cu+, Species K+, Species Li+, Species N3-]","[Species Zn2+, Species Zn2+, Species Zn2+, Species Zn2+, Species O2-]"
2768,59721,As1Bi1Mn1O5_59721.json,"[Species F-, Species Cl-, Species Cr6+, Species Sc3+, Species Ir5+]","[Species O2-, Species O2-, Species As5+, Species Mn2+, Species Mn2+]","[Species Si4+, Species Ge4+, Species Na+, Species Li+, Species Na+]","[Species As5+, Species As5+, Species Mn2+, Species As5+, Species Bi3+]"
2769,405256,Ba2O9P2V1_405256.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2770,87995,Ni3Sb4Zr3_87995.json,"[Species Sn4+, Species Hf4+, Species U6+, Species Zr4+, Species Fe3+]","[Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+]","[Species Li+, Species Na+, Species Ag+, Species F-, Species K+]","[Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+]"
2771,189915,Co1N2O6_189915.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2772,108919,Cd1I2_108919.json,"[Species Ge4+, Species K+, Species Cs+, Species Sn4+, Species Cr3+]","[Species Cd2+, Species I-, Species I-, Species Cd2+, Species Cd2+]","[Species O2-, Species S2-, Species Na+, Species Se2-, Species O2-]","[Species I-, Species I-, Species Cd2+, Species I-, Species Cd2+]"
2773,239436,Mn1O6Pb2W1_239436.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2774,68619,B1N2Na3_68619.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species C4+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species B3+]","[Species Ag+, Species F-, Species O2-, Species Cl-, Species Ba2+]","[Species B3+, Species Na+, Species Na+, Species Na+, Species B3+]"
2775,14199,Cl3Cs1Sn1_14199.json,"[Species Ba2+, Species Sr2+, Species Mn3+, Species Co3+, Species Cr3+]","[Species Cs+, Species Cs+, Species Sn2+, Species Sn2+, Species Sn2+]","[Species O2-, Species Cs+, Species Rb+, Species S2-, Species K+]","[Species Cl-, Species Sn2+, Species Sn2+, Species Cl-, Species Sn2+]"
2776,411251,Au1C2Cs1_411251.json,"[Species Ra2+, Species Ba2+, Species Pb2+, Species Sr2+, Species Eu2+]","[Species Cs+, Species Cs+, Species Cs+, Species Cs+, Species Cs+]","[Species O2-, None, None, None, None]","[Species Cs+, None, None, None, None]"
2777,61516,Br1Cs1_61516.json,"[Species Ba2+, Species Sr2+, Species K+, Species Rb+, Species Cs+]","[Species Cs+, Species Cs+, Species Br-, Species Br-, Species Br-]","[Species O2-, Species S2-, Species Se2-, Species Cl-, Species Br-]","[Species Br-, Species Br-, Species Br-, Species Cs+, Species Cs+]"
2778,165315,K1P1Pd1S4_165315.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2779,107138,S1Zn1_107138.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2780,280514,Ca1Mn2O4_280514.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2781,237207,H2Li1N1_237207.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species Li+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species N3-]","[Species O2-, Species F-, Species O2-, Species N3-, Species Cl-]","[Species Li+, Species Li+, Species H+, Species Li+, Species Li+]"
2782,10138,Cl5Fe1Tl3_10138.json,"[Species Ba2+, Species Sr2+, Species Er3+, Species W6+, Species Sn4+]","[Species Tl+, Species Tl+, Species Tl+, Species Fe2+, Species Fe2+]","[Species O2-, Species Na+, Species S2-, Species Li+, Species K+]","[Species Cl-, Species Fe2+, Species Cl-, Species Fe2+, Species Fe2+]"
2783,15766,S_15766.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2784,74894,Cu1Pt2S4_74894.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2785,158182,O5S1V1_158182.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2786,33714,Ag3S3Sb1_33714.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2787,164618,N4Si3_164618.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2788,428038,Cu1N3_428038.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2789,59193,Ag2O3_59193.json,"[Species F-, Species Sb5+, Species W6+, Species Mo6+, Species Cl-]","[Species O2-, Species Ag3+, Species Ag3+, Species Ag3+, Species O2-]","[Species Na+, Species K+, Species Tl+, Species Ca2+, Species Zn2+]","[Species Ag3+, Species Ag3+, Species Ag3+, Species Ag3+, Species Ag3+]"
2790,412585,Li4N3Ta1_412585.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2791,24411,As4F6S4_24411.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2792,183711,Ag1F1Sr1Te1_183711.json,"[Species Pb2+, Species Sr2+, Species Eu2+, Species Bi3+, Species Bi3+]","[Species Ag+, Species Ag+, Species Ag+, Species Ag+, Species Sr2+]","[Species Ag+, Species Na+, Species O2-, Species O2-, Species K+]","[Species Sr2+, Species Sr2+, Species Ag+, Species Sr2+, Species Sr2+]"
2793,380401,In1K1O2_380401.json,"[Species F-, Species Ba2+, Species Sr2+, Species Cl-, Species Ca2+]","[Species O2-, Species K+, Species K+, Species O2-, Species K+]","[Species Na+, Species K+, Species Cs+, Species Mg2+, Species Li+]","[Species In3+, Species In3+, Species In3+, Species In3+, Species In3+]"
2794,60759,Cu1F2O3W1_60759.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2795,291242,Al1Ca3Na3Sb4_291242.json,"[Species Mn4+, Species Ge4+, Species Al3+, Species Mn4+, Species Ge4+]","[Species Al3+, Species Al3+, Species Na+, Species Na+, Species Na+]","[Species Na+, Species Be2+, Species Ag+, Species Ni2+, Species Mg2+]","[Species Ca2+, Species Al3+, Species Ca2+, Species Al3+, Species Al3+]"
2796,262994,O6Sb1Sc1Sr2_262994.json,"[Species F-, Species La3+, Species Mo6+, Species Cl-, Species Nd3+]","[Species O2-, Species Sr2+, Species Sb5+, Species O2-, Species Sr2+]","[Species Na+, Species Cs+, Species K+, Species Na+, Species Rb+]","[Species Sb5+, Species Sr2+, Species Sb5+, Species Sc3+, Species Sr2+]"
2797,41826,Cd1Se1_41826.json,"[Species Ge4+, Species Sn4+, Species Cr3+, Species Si4+, Species Fe3+]","[Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+]","[Species Na+, Species N3-, Species O2-, Species Li+, Species K+]","[Species Cd2+, Species Se2-, Species Cd2+, Species Cd2+, Species Cd2+]"
2798,60611,F3Na1V1_60611.json,"[Species Cr3+, Species Ti4+, Species Co4+, Species Zr4+, Species Co3+]","[Species V2+, Species V2+, Species V2+, Species V2+, Species V2+]","[Species O2-, Species O2-, Species F-, Species O2-, Species Cl-]","[Species F-, Species V2+, Species Na+, Species Na+, Species Na+]"
2799,616274,Be1Ga1La3S7_616274.json,"[Species Si4+, Species Ge4+, Species S6+, Species Al3+, Species P5+]","[Species Be2+, Species Be2+, Species Be2+, Species Be2+, Species Be2+]","[Species Sr2+, Species Ba2+, Species Cs+, Species Na+, Species Ca2+]","[Species La3+, Species La3+, Species Ga3+, Species La3+, Species La3+]"
2800,69124,Br2Cs1F1_69124.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2801,300133,B1K2Na1P2_300133.json,"[Species Hg2+, Species Hg2+, Species Cd2+, Species Cd2+, Species Tl3+]","[Species K+, Species Na+, Species K+, Species Na+, Species K+]","[Species O2-, Species O2-, Species F-, Species F-, Species N3-]","[Species K+, Species Na+, Species K+, Species Na+, Species K+]"
2802,19079,Cl1F3_19079.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2803,74337,Cu1H6N2O6V2_74337.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2804,428451,C4Cs1N3_428451.json,"[Species O2-, Species Ba2+, Species S2-, Species Se2-, Species F-]","[Species N3-, Species Cs+, Species N3-, Species N3-, Species N3-]","[Species N3-, Species H+, Species O2-, Species S2-, Species Cl-]","[Species C2+, Species C2+, Species C2+, Species C2+, Species Cs+]"
2805,73280,Al1As2K2Na1_73280.json,"[Species Hg2+, Species Cd2+, Species Tl3+, Species Mn2+, Species Te4+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species Na+, Species Ag+, Species Hg2+, Species Cd2+, Species F-]","[Species Al3+, Species Al3+, Species Al3+, Species Al3+, Species Na+]"
2806,300150,Cs6Ga1K3Sb4_300150.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2807,155252,O2Si1_155252.json,"[Species F-, Species P5+, Species V5+, Species Cl-, Species As5+]","[Species O2-, Species Si4+, Species Si4+, Species O2-, Species Si4+]","[Species Li+, Species Zn2+, Species Be2+, Species Mg2+, Species Al3+]","[Species Si4+, Species Si4+, Species Si4+, Species Si4+, Species Si4+]"
2808,51498,Ag2O2Pd1_51498.json,"[Species F-, Species Fe3+, Species Mn3+, Species Cl-, Species Sc3+]","[Species O2-, Species Pd2+, Species Pd2+, Species O2-, Species Pd2+]","[Species O2-, Species Na+, Species Cu+, Species K+, Species Li+]","[Species Ag+, Species Pd2+, Species Pd2+, Species Pd2+, Species Pd2+]"
2809,1238,K3Si1Te3_1238.json,"[Species Ba2+, Species Pb2+, Species Sr2+, Species Eu2+, Species Ac3+]","[Species K+, Species K+, Species K+, Species K+, Species K+]","[Species O2-, Species F-, Species Cl-, Species S2-, Species Br-]","[Species K+, Species K+, Species K+, Species K+, Species K+]"
2810,15377,Al2S4Zn1_15377.json,"[Species Si4+, Species Ge4+, Species Cl-, Species Si4+, Species W6+]","[Species Zn2+, Species Zn2+, Species S2-, Species Al3+, Species Zn2+]","[Species Na+, Species Li+, Species Na+, Species Cu+, Species N3-]","[Species Zn2+, Species Al3+, Species Al3+, Species Zn2+, Species S2-]"
2811,75473,Cs2Mo3O12Se1_75473.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2812,245943,O3Sn1Zn1_245943.json,"[Species F-, Species Si4+, Species Ge4+, Species Cl-, Species Ta5+]","[Species O2-, Species Zn2+, Species Zn2+, Species O2-, Species Sn4+]","[Species Na+, Species Cu+, Species Co2+, Species Cd2+, Species Li+]","[Species Zn2+, Species Zn2+, Species Sn4+, Species Sn4+, Species Sn4+]"
2813,72781,Cl1N2O6S5_72781.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
2814,42760,C3Sc4_42760.json,"[Species Np5+, Species U6+, Species Zr4+, Species Pb4+, Species Hf4+]","[Species Sc3+, Species Sc3+, Species Sc3+, Species Sc3+, Species Sc3+]","[Species Zn2+, Species Li+, Species Cu2+, Species Ge2+, Species Mg2+]","[Species Sc3+, Species Sc3+, Species Sc3+, Species Sc3+, Species Sc3+]"
2815,419061,As1Li1S2_419061.json,"[Species Si4+, Species Er3+, Species Ho3+, Species Cl-, Species Yb3+]","[Species Li+, Species Li+, Species Li+, Species S2-, Species Li+]","[Species Rb+, Species Na+, Species Li+, Species Cs+, Species Tl+]","[Species As3+, Species As3+, Species As3+, Species As3+, Species As3+]"
